Year,Sublocation,Survey_type,UTM_E,UTM_N,Grubbing_PresenceAbsence,Grubbing_Intensity,VegetationType_as_provided,DataShepherd,SpatialScale_GrubbingRecording,VegetationType_reclassified,Location_Valley,station_name,may_positive_days
2018,Bodalen,Valleywalk,510553,8669763,0,0.15,2,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508022,8669762,0,0.15,2.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510545,8669741,0,0.15,2,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508022,8669740,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508023,8669728,0,0.025,3,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510536,8669718,0,0.15,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508023,8669717,1,0.025,3,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508023,8669706,1,0.025,3,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510527,8669695,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508023,8669694,1,0.025,3,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508024,8669683,0,NA,2.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510518,8669672,0,0.75,2,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508024,8669672,1,0.025,2.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508024,8669660,0,NA,2.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510510,8669649,1,0.025,2,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508025,8669649,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508025,8669638,1,0.15,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510501,8669626,0,0.025,2,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508025,8669626,1,0.375,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508026,8669615,1,0.15,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508026,8669604,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510492,8669603,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508026,8669592,1,0.75,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508027,8669581,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510483,8669580,0,0.15,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508027,8669570,1,0.15,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510474,8669558,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508027,8669558,1,0.15,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508028,8669547,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508028,8669536,0,0.15,2.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510466,8669535,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508028,8669524,0,0.025,3,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508028,8669513,1,0.025,2.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510457,8669512,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508029,8669502,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508029,8669491,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510448,8669489,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508029,8669479,0,NA,2.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508030,8669468,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510439,8669466,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508030,8669457,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508030,8669445,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510431,8669443,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508031,8669434,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508031,8669423,0,NA,2.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510422,8669420,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508031,8669411,0,NA,2.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510413,8669398,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,508871,8669390,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,508888,8669378,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510404,8669375,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,508904,8669367,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,508921,8669355,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510396,8669352,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,508937,8669343,0,0.15,2,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,508954,8669332,1,0.025,3,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510387,8669329,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,508970,8669320,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,508987,8669308,0,0.025,2,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509003,8669297,0,0.15,2,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509020,8669285,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509036,8669273,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509053,8669262,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508036,8669253,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509070,8669250,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508036,8669242,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509086,8669238,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510352,8669238,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508036,8669230,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509103,8669227,0,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508036,8669219,1,0.025,3,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509119,8669215,1,0.15,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508037,8669208,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509136,8669203,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508037,8669196,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510334,8669192,0,0.15,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509152,8669191,0,NA,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508037,8669185,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509169,8669180,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508038,8669174,1,0.15,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510325,8669169,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509185,8669168,0,NA,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508038,8669162,0,0.15,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509202,8669156,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508038,8669151,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510317,8669146,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509219,8669145,0,0.375,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508039,8669140,0,0.15,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509235,8669133,0,0.15,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508039,8669128,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510308,8669123,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509252,8669121,1,0.15,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508039,8669117,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509268,8669110,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508040,8669106,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510299,8669100,0,0.15,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509285,8669098,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508040,8669094,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509301,8669086,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508040,8669083,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510290,8669077,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509318,8669075,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508041,8669072,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509334,8669063,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508041,8669060,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510282,8669055,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509351,8669051,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508041,8669049,0,0.15,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509367,8669040,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508041,8669038,0,0.15,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510273,8669032,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509384,8669028,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508042,8669026,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508042,8669015,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510264,8669009,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508042,8669004,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508043,8668992,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509440,8668989,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510255,8668986,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508043,8668981,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509459,8668976,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508043,8668970,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509478,8668963,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510247,8668963,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508044,8668959,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509496,8668950,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508044,8668947,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510238,8668940,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509515,8668937,0,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508044,8668936,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508045,8668925,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509534,8668924,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510229,8668917,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508045,8668913,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509553,8668911,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508045,8668902,0,0.15,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509571,8668898,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510220,8668895,0,0.75,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508045,8668891,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509590,8668885,0,0.15,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508046,8668879,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509609,8668872,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510212,8668872,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508046,8668868,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509627,8668859,0,NA,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508046,8668857,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510203,8668849,0,NA,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509646,8668846,0,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508047,8668845,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508047,8668834,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509665,8668833,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510194,8668826,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509684,8668820,0,0.15,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509702,8668808,0,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509721,8668795,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509740,8668782,0,NA,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509759,8668769,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509796,8668743,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509815,8668730,0,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509833,8668717,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509852,8668704,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509871,8668691,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509890,8668678,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509908,8668665,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509927,8668652,0,0.75,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509946,8668639,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509965,8668626,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,509983,8668613,0,0.75,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510002,8668600,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Bodalen,Valleywalk,510002,8668600,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508875,8668188,0,0.75,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508874,8668168,0,0.15,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508873,8668149,0,0.75,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508872,8668129,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508871,8668109,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508870,8668090,0,0.75,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508869,8668070,0,0.375,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508868,8668050,0,0.375,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508867,8668031,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508865,8668011,0,0.375,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508864,8667991,0,0.375,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508863,8667972,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508862,8667952,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508861,8667932,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508860,8667913,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508859,8667893,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508858,8667873,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508857,8667854,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508856,8667834,0,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508855,8667814,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508854,8667795,1,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508853,8667775,0,NA,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508852,8667755,1,0.025,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508851,8667736,1,0.15,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508850,8667716,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508849,8667696,0,0.15,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508847,8667677,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508846,8667657,0,NA,4,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508845,8667637,0,0.025,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508844,8667618,0,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508843,8667598,0,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508842,8667578,1,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508841,8667559,0,0.025,7,Rene,1,wet,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508840,8667539,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508839,8667519,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508838,8667500,1,0.15,5,Rene,1,mesic,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508837,8667480,1,0.025,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508836,8667460,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508835,8667441,0,NA,3,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508834,8667421,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508832,8667382,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
2018,Colesdalen,Valleywalk,508829,8667342,0,NA,3.5,Rene,1,dry,Colesdalen,Longyearbyen,26
